Year,Region,Product_Category,Actual_Units_Sold (2015-2024),Forecast_Units_Sold (2025-2035),ASP (Avg_Selling_Price)
2033,Hungary,Space heater (electric room heater) – Fan-forced ceramic,,0.181,57.82
2034,Hungary,Space heater (electric room heater) – Fan-forced ceramic,,0.184,58.97
2035,Hungary,Space heater (electric room heater) – Fan-forced ceramic,,0.187,60.15
2015,Hungary,Space heater (electric room heater) – Oil-filled radiator,0.084,,50.6
2016,Hungary,Space heater (electric room heater) – Oil-filled radiator,0.085,,51.61
2017,Hungary,Space heater (electric room heater) – Oil-filled radiator,0.087,,52.64
2018,Hungary,Space heater (electric room heater) – Oil-filled radiator,0.088,,53.7
2019,Hungary,Space heater (electric room heater) – Oil-filled radiator,0.09,,54.77
2020,Hungary,Space heater (electric room heater) – Oil-filled radiator,0.091,,55.87
2021,Hungary,Space heater (electric room heater) – Oil-filled radiator,0.092,,56.98
2022,Hungary,Space heater (electric room heater) – Oil-filled radiator,0.094,,58.12
2023,Hungary,Space heater (electric room heater) – Oil-filled radiator,0.095,,59.29
2024,Hungary,Space heater (electric room heater) – Oil-filled radiator,0.097,,60.47
2025,Hungary,Space heater (electric room heater) – Oil-filled radiator,,0.098,61.68
2026,Hungary,Space heater (electric room heater) – Oil-filled radiator,,0.1,62.91
2027,Hungary,Space heater (electric room heater) – Oil-filled radiator,,0.101,64.17
2028,Hungary,Space heater (electric room heater) – Oil-filled radiator,,0.103,65.46
2029,Hungary,Space heater (electric room heater) – Oil-filled radiator,,0.104,66.77
2030,Hungary,Space heater (electric room heater) – Oil-filled radiator,,0.106,68.1
2031,Hungary,Space heater (electric room heater) – Oil-filled radiator,,0.108,69.46
2032,Hungary,Space heater (electric room heater) – Oil-filled radiator,,0.109,70.85
2033,Hungary,Space heater (electric room heater) – Oil-filled radiator,,0.111,72.27
2034,Hungary,Space heater (electric room heater) – Oil-filled radiator,,0.112,73.71
2035,Hungary,Space heater (electric room heater) – Oil-filled radiator,,0.114,75.19
2015,Hungary,Space heater (electric room heater) – Infrared/quartz,0.056,,60.72
2016,Hungary,Space heater (electric room heater) – Infrared/quartz,0.057,,61.93
2017,Hungary,Space heater (electric room heater) – Infrared/quartz,0.058,,63.17
2018,Hungary,Space heater (electric room heater) – Infrared/quartz,0.059,,64.44
2019,Hungary,Space heater (electric room heater) – Infrared/quartz,0.06,,65.73
2020,Hungary,Space heater (electric room heater) – Infrared/quartz,0.061,,67.04
2021,Hungary,Space heater (electric room heater) – Infrared/quartz,0.062,,68.38
2022,Hungary,Space heater (electric room heater) – Infrared/quartz,0.063,,69.75
2023,Hungary,Space heater (electric room heater) – Infrared/quartz,0.064,,71.14
2024,Hungary,Space heater (electric room heater) – Infrared/quartz,0.065,,72.57
2025,Hungary,Space heater (electric room heater) – Infrared/quartz,,0.066,74.02
2026,Hungary,Space heater (electric room heater) – Infrared/quartz,,0.067,75.5
2027,Hungary,Space heater (electric room heater) – Infrared/quartz,,0.068,77.01
2028,Hungary,Space heater (electric room heater) – Infrared/quartz,,0.069,78.55
2029,Hungary,Space heater (electric room heater) – Infrared/quartz,,0.071,80.12
2030,Hungary,Space heater (electric room heater) – Infrared/quartz,,0.072,81.72
2031,Hungary,Space heater (electric room heater) – Infrared/quartz,,0.073,83.36
2032,Hungary,Space heater (electric room heater) – Infrared/quartz,,0.074,85.02
2033,Hungary,Space heater (electric room heater) – Infrared/quartz,,0.075,86.72
2034,Hungary,Space heater (electric room heater) – Infrared/quartz,,0.076,88.46
2035,Hungary,Space heater (electric room heater) – Infrared/quartz,,0.078,90.23
2015,Hungary,Water heater / electric geyser – Storage tank,0.12,,745.2
2016,Hungary,Water heater / electric geyser – Storage tank,0.122,,760.1
2017,Hungary,Water heater / electric geyser – Storage tank,0.125,,775.31
2018,Hungary,Water heater / electric geyser – Storage tank,0.127,,790.81
2019,Hungary,Water heater / electric geyser – Storage tank,0.13,,806.63
2020,Hungary,Water heater / electric geyser – Storage tank,0.132,,822.76
2021,Hungary,Water heater / electric geyser – Storage tank,0.135,,839.22
2022,Hungary,Water heater / electric geyser – Storage tank,0.138,,856.0
2023,Hungary,Water heater / electric geyser – Storage tank,0.141,,873.12
2024,Hungary,Water heater / electric geyser – Storage tank,0.143,,890.58
2025,Hungary,Water heater / electric geyser – Storage tank,,0.146,908.39
2026,Hungary,Water heater / electric geyser – Storage tank,,0.149,926.56
2027,Hungary,Water heater / electric geyser – Storage tank,,0.152,945.09
2028,Hungary,Water heater / electric geyser – Storage tank,,0.155,964.0
2029,Hungary,Water heater / electric geyser – Storage tank,,0.158,983.28
2030,Hungary,Water heater / electric geyser – Storage tank,,0.161,1002.94
2031,Hungary,Water heater / electric geyser – Storage tank,,0.164,1023.0
2032,Hungary,Water heater / electric geyser – Storage tank,,0.167,1043.46
2033,Hungary,Water heater / electric geyser – Storage tank,,0.17,1064.33
2034,Hungary,Water heater / electric geyser – Storage tank,,0.173,1085.62
2035,Hungary,Water heater / electric geyser – Storage tank,,0.176,1107.33
2015,Hungary,Water heater / electric geyser – Tankless (instant),0.06,,993.6
2016,Hungary,Water heater / electric geyser – Tankless (instant),0.061,,1013.47
2017,Hungary,Water heater / electric geyser – Tankless (instant),0.063,,1033.74
2018,Hungary,Water heater / electric geyser – Tankless (instant),0.064,,1054.42
2019,Hungary,Water heater / electric geyser – Tankless (instant),0.065,,1075.5
2020,Hungary,Water heater / electric geyser – Tankless (instant),0.067,,1097.01
2021,Hungary,Water heater / electric geyser – Tankless (instant),0.068,,1118.95
2022,Hungary,Water heater / electric geyser – Tankless (instant),0.07,,1141.33
2023,Hungary,Water heater / electric geyser – Tankless (instant),0.071,,1164.16
2024,Hungary,Water heater / electric geyser – Tankless (instant),0.073,,1187.44
2025,Hungary,Water heater / electric geyser – Tankless (instant),,0.075,1211.19
2026,Hungary,Water heater / electric geyser – Tankless (instant),,0.076,1235.42
2027,Hungary,Water heater / electric geyser – Tankless (instant),,0.078,1260.13
2028,Hungary,Water heater / electric geyser – Tankless (instant),,0.079,1285.33
2029,Hungary,Water heater / electric geyser – Tankless (instant),,0.081,1311.03
2030,Hungary,Water heater / electric geyser – Tankless (instant),,0.083,1337.25
2031,Hungary,Water heater / electric geyser – Tankless (instant),,0.084,1364.0
2032,Hungary,Water heater / electric geyser – Tankless (instant),,0.086,1391.28
2033,Hungary,Water heater / electric geyser – Tankless (instant),,0.088,1419.11
2034,Hungary,Water heater / electric geyser – Tankless (instant),,0.09,1447.49
2035,Hungary,Water heater / electric geyser – Tankless (instant),,0.092,1476.44
2015,Hungary,Water heater / electric geyser – Heat pump,0.02,,1324.8
2016,Hungary,Water heater / electric geyser – Heat pump,0.021,,1351.3
2017,Hungary,Water heater / electric geyser – Heat pump,0.021,,1378.32
2018,Hungary,Water heater / electric geyser – Heat pump,0.022,,1405.89
2019,Hungary,Water heater / electric geyser – Heat pump,0.022,,1434.01
2020,Hungary,Water heater / electric geyser – Heat pump,0.023,,1462.69
2021,Hungary,Water heater / electric geyser – Heat pump,0.023,,1491.94
2022,Hungary,Water heater / electric geyser – Heat pump,0.024,,1521.78
2023,Hungary,Water heater / electric geyser – Heat pump,0.025,,1552.21
2024,Hungary,Water heater / electric geyser – Heat pump,0.025,,1583.26
2025,Hungary,Water heater / electric geyser – Heat pump,,0.026,1614.92
2026,Hungary,Water heater / electric geyser – Heat pump,,0.026,1647.22
2027,Hungary,Water heater / electric geyser – Heat pump,,0.027,1680.17
2028,Hungary,Water heater / electric geyser – Heat pump,,0.028,1713.77
2029,Hungary,Water heater / electric geyser – Heat pump,,0.029,1748.05
2030,Hungary,Water heater / electric geyser – Heat pump,,0.029,1783.01
2031,Hungary,Water heater / electric geyser – Heat pump,,0.03,1818.67
2032,Hungary,Water heater / electric geyser – Heat pump,,0.031,1855.04
2033,Hungary,Water heater / electric geyser – Heat pump,,0.031,1892.14
2034,Hungary,Water heater / electric geyser – Heat pump,,0.032,1929.98
2035,Hungary,Water heater / electric geyser – Heat pump,,0.033,1968.58
2015,Hungary,Air purifier – True HEPA,0.08,,165.6
2016,Hungary,Air purifier – True HEPA,0.083,,168.91
2017,Hungary,Air purifier – True HEPA,0.087,,172.29
2018,Hungary,Air purifier – True HEPA,0.09,,175.74
2019,Hungary,Air purifier – True HEPA,0.094,,179.25
2020,Hungary,Air purifier – True HEPA,0.097,,182.84
2021,Hungary,Air purifier – True HEPA,0.101,,186.49
2022,Hungary,Air purifier – True HEPA,0.105,,190.22
2023,Hungary,Air purifier – True HEPA,0.109,,194.03
2024,Hungary,Air purifier – True HEPA,0.114,,197.91
2025,Hungary,Air purifier – True HEPA,,0.118,201.87
2026,Hungary,Air purifier – True HEPA,,0.122,205.9
2027,Hungary,Air purifier – True HEPA,,0.126,210.02
2028,Hungary,Air purifier – True HEPA,,0.131,214.22
2029,Hungary,Air purifier – True HEPA,,0.135,218.51
2030,Hungary,Air purifier – True HEPA,,0.14,222.88
2031,Hungary,Air purifier – True HEPA,,0.145,227.33
2032,Hungary,Air purifier – True HEPA,,0.15,231.88
2033,Hungary,Air purifier – True HEPA,,0.155,236.52
2034,Hungary,Air purifier – True HEPA,,0.161,241.25
2035,Hungary,Air purifier – True HEPA,,0.166,246.07
2015,Hungary,Air purifier – HEPA + activated carbon,0.064,,202.4
2016,Hungary,Air purifier – HEPA + activated carbon,0.067,,206.45
2017,Hungary,Air purifier – HEPA + activated carbon,0.07,,210.58
2018,Hungary,Air purifier – HEPA + activated carbon,0.073,,214.79
2019,Hungary,Air purifier – HEPA + activated carbon,0.076,,219.08
2020,Hungary,Air purifier – HEPA + activated carbon,0.079,,223.47
2021,Hungary,Air purifier – HEPA + activated carbon,0.082,,227.94
2022,Hungary,Air purifier – HEPA + activated carbon,0.086,,232.49
2023,Hungary,Air purifier – HEPA + activated carbon,0.09,,237.14
2024,Hungary,Air purifier – HEPA + activated carbon,0.093,,241.89
2025,Hungary,Air purifier – HEPA + activated carbon,,0.097,246.72
2026,Hungary,Air purifier – HEPA + activated carbon,,0.101,251.66
2027,Hungary,Air purifier – HEPA + activated carbon,,0.105,256.69
2028,Hungary,Air purifier – HEPA + activated carbon,,0.109,261.83
2029,Hungary,Air purifier – HEPA + activated carbon,,0.113,267.06
2030,Hungary,Air purifier – HEPA + activated carbon,,0.117,272.4
2031,Hungary,Air purifier – HEPA + activated carbon,,0.121,277.85
2032,Hungary,Air purifier – HEPA + activated carbon,,0.126,283.41
2033,Hungary,Air purifier – HEPA + activated carbon,,0.131,289.08
2034,Hungary,Air purifier – HEPA + activated carbon,,0.136,294.86
2035,Hungary,Air purifier – HEPA + activated carbon,,0.141,300.76
2015,Hungary,Air purifier – Electrostatic/ionizer,0.016,,147.2
2016,Hungary,Air purifier – Electrostatic/ionizer,0.017,,150.14
2017,Hungary,Air purifier – Electrostatic/ionizer,0.017,,153.15
2018,Hungary,Air purifier – Electrostatic/ionizer,0.018,,156.21
2019,Hungary,Air purifier – Electrostatic/ionizer,0.019,,159.33
2020,Hungary,Air purifier – Electrostatic/ionizer,0.019,,162.52
2021,Hungary,Air purifier – Electrostatic/ionizer,0.02,,165.77
2022,Hungary,Air purifier – Electrostatic/ionizer,0.021,,169.09
2023,Hungary,Air purifier – Electrostatic/ionizer,0.022,,172.47
2024,Hungary,Air purifier – Electrostatic/ionizer,0.022,,175.92
2025,Hungary,Air purifier – Electrostatic/ionizer,,0.023,179.44
2026,Hungary,Air purifier – Electrostatic/ionizer,,0.024,183.02
2027,Hungary,Air purifier – Electrostatic/ionizer,,0.025,186.69
2028,Hungary,Air purifier – Electrostatic/ionizer,,0.025,190.42
2029,Hungary,Air purifier – Electrostatic/ionizer,,0.026,194.23
2030,Hungary,Air purifier – Electrostatic/ionizer,,0.027,198.11
2031,Hungary,Air purifier – Electrostatic/ionizer,,0.028,202.07
2032,Hungary,Air purifier – Electrostatic/ionizer,,0.029,206.12
2033,Hungary,Air purifier – Electrostatic/ionizer,,0.03,210.24
2034,Hungary,Air purifier – Electrostatic/ionizer,,0.031,214.44
2035,Hungary,Air purifier – Electrostatic/ionizer,,0.032,218.73
2015,Hungary,Hair dryer – Travel/compact,0.054,,38.64
2016,Hungary,Hair dryer – Travel/compact,0.055,,39.41
2017,Hungary,Hair dryer – Travel/compact,0.056,,40.2
2018,Hungary,Hair dryer – Travel/compact,0.057,,41.01
2019,Hungary,Hair dryer – Travel/compact,0.058,,41.83
2020,Hungary,Hair dryer – Travel/compact,0.06,,42.66
2021,Hungary,Hair dryer – Travel/compact,0.061,,43.51
2022,Hungary,Hair dryer – Travel/compact,0.062,,44.39
2023,Hungary,Hair dryer – Travel/compact,0.063,,45.27
2024,Hungary,Hair dryer – Travel/compact,0.065,,46.18
2025,Hungary,Hair dryer – Travel/compact,,0.066,47.1
2026,Hungary,Hair dryer – Travel/compact,,0.067,48.04
2027,Hungary,Hair dryer – Travel/compact,,0.068,49.0
2028,Hungary,Hair dryer – Travel/compact,,0.069,49.98
2029,Hungary,Hair dryer – Travel/compact,,0.071,50.98
2030,Hungary,Hair dryer – Travel/compact,,0.072,52.0
2031,Hungary,Hair dryer – Travel/compact,,0.073,53.04
2032,Hungary,Hair dryer – Travel/compact,,0.074,54.11
2033,Hungary,Hair dryer – Travel/compact,,0.076,55.19
2034,Hungary,Hair dryer – Travel/compact,,0.077,56.29
2035,Hungary,Hair dryer – Travel/compact,,0.079,57.42
2015,Hungary,Hair dryer – Ionic/ceramic,0.09,,60.72
2016,Hungary,Hair dryer – Ionic/ceramic,0.092,,61.93
2017,Hungary,Hair dryer – Ionic/ceramic,0.094,,63.17
2018,Hungary,Hair dryer – Ionic/ceramic,0.096,,64.44
2019,Hungary,Hair dryer – Ionic/ceramic,0.098,,65.73
2020,Hungary,Hair dryer – Ionic/ceramic,0.1,,67.04
2021,Hungary,Hair dryer – Ionic/ceramic,0.103,,68.38
2022,Hungary,Hair dryer – Ionic/ceramic,0.105,,69.75
2023,Hungary,Hair dryer – Ionic/ceramic,0.107,,71.14
2024,Hungary,Hair dryer – Ionic/ceramic,0.109,,72.57
2025,Hungary,Hair dryer – Ionic/ceramic,,0.112,74.02
2026,Hungary,Hair dryer – Ionic/ceramic,,0.114,75.5
2027,Hungary,Hair dryer – Ionic/ceramic,,0.116,77.01
2028,Hungary,Hair dryer – Ionic/ceramic,,0.118,78.55
2029,Hungary,Hair dryer – Ionic/ceramic,,0.121,80.12
2030,Hungary,Hair dryer – Ionic/ceramic,,0.123,81.72
2031,Hungary,Hair dryer – Ionic/ceramic,,0.126,83.36
2032,Hungary,Hair dryer – Ionic/ceramic,,0.128,85.02
2033,Hungary,Hair dryer – Ionic/ceramic,,0.131,86.72
2034,Hungary,Hair dryer – Ionic/ceramic,,0.133,88.46
2035,Hungary,Hair dryer – Ionic/ceramic,,0.136,90.23
2015,Hungary,Hair dryer – Professional salon (AC motor),0.036,,88.32
2016,Hungary,Hair dryer – Professional salon (AC motor),0.037,,90.09
2017,Hungary,Hair dryer – Professional salon (AC motor),0.038,,91.89
2018,Hungary,Hair dryer – Professional salon (AC motor),0.039,,93.73
2019,Hungary,Hair dryer – Professional salon (AC motor),0.039,,95.6
2020,Hungary,Hair dryer – Professional salon (AC motor),0.04,,97.51
2021,Hungary,Hair dryer – Professional salon (AC motor),0.041,,99.46
2022,Hungary,Hair dryer – Professional salon (AC motor),0.042,,101.45
2023,Hungary,Hair dryer – Professional salon (AC motor),0.043,,103.48
2024,Hungary,Hair dryer – Professional salon (AC motor),0.044,,105.55
2025,Hungary,Hair dryer – Professional salon (AC motor),,0.045,107.66
2026,Hungary,Hair dryer – Professional salon (AC motor),,0.046,109.81
2027,Hungary,Hair dryer – Professional salon (AC motor),,0.047,112.01
2028,Hungary,Hair dryer – Professional salon (AC motor),,0.048,114.25
2029,Hungary,Hair dryer – Professional salon (AC motor),,0.049,116.54
2030,Hungary,Hair dryer – Professional salon (AC motor),,0.05,118.87
2031,Hungary,Hair dryer – Professional salon (AC motor),,0.051,121.24
2032,Hungary,Hair dryer – Professional salon (AC motor),,0.052,123.67
2033,Hungary,Hair dryer – Professional salon (AC motor),,0.053,126.14
2034,Hungary,Hair dryer – Professional salon (AC motor),,0.054,128.67
2035,Hungary,Hair dryer – Professional salon (AC motor),,0.056,131.24
2015,Hungary,Steam iron – Conventional steam,0.132,,73.6
2016,Hungary,Steam iron – Conventional steam,0.133,,75.07
2017,Hungary,Steam iron – Conventional steam,0.135,,76.57
2018,Hungary,Steam iron – Conventional steam,0.136,,78.1
2019,Hungary,Steam iron – Conventional steam,0.137,,79.67
2020,Hungary,Steam iron – Conventional steam,0.139,,81.26
2021,Hungary,Steam iron – Conventional steam,0.14,,82.89
2022,Hungary,Steam iron – Conventional steam,0.142,,84.54
2023,Hungary,Steam iron – Conventional steam,0.143,,86.23
2024,Hungary,Steam iron – Conventional steam,0.144,,87.96
2025,Hungary,Steam iron – Conventional steam,,0.146,89.72
2026,Hungary,Steam iron – Conventional steam,,0.147,91.51
2027,Hungary,Steam iron – Conventional steam,,0.148,93.34
2028,Hungary,Steam iron – Conventional steam,,0.149,95.21
2029,Hungary,Steam iron – Conventional steam,,0.15,97.11
2030,Hungary,Steam iron – Conventional steam,,0.151,99.06
2031,Hungary,Steam iron – Conventional steam,,0.153,101.04
2032,Hungary,Steam iron – Conventional steam,,0.154,103.06
2033,Hungary,Steam iron – Conventional steam,,0.155,105.12
2034,Hungary,Steam iron – Conventional steam,,0.156,107.22
2035,Hungary,Steam iron – Conventional steam,,0.158,109.37
2015,Hungary,Steam iron – Steam generator/boiler,0.055,,128.8
2016,Hungary,Steam iron – Steam generator/boiler,0.056,,131.38
2017,Hungary,Steam iron – Steam generator/boiler,0.056,,134.0
2018,Hungary,Steam iron – Steam generator/boiler,0.057,,136.68
2019,Hungary,Steam iron – Steam generator/boiler,0.057,,139.42
2020,Hungary,Steam iron – Steam generator/boiler,0.058,,142.21
2021,Hungary,Steam iron – Steam generator/boiler,0.059,,145.05
2022,Hungary,Steam iron – Steam generator/boiler,0.059,,147.95
2023,Hungary,Steam iron – Steam generator/boiler,0.06,,150.91
2024,Hungary,Steam iron – Steam generator/boiler,0.061,,153.93
2025,Hungary,Steam iron – Steam generator/boiler,,0.061,157.01
2026,Hungary,Steam iron – Steam generator/boiler,,0.062,160.15
2027,Hungary,Steam iron – Steam generator/boiler,,0.062,163.35
2028,Hungary,Steam iron – Steam generator/boiler,,0.063,166.62
2029,Hungary,Steam iron – Steam generator/boiler,,0.063,169.95
2030,Hungary,Steam iron – Steam generator/boiler,,0.064,173.35
2031,Hungary,Steam iron – Steam generator/boiler,,0.065,176.81
2032,Hungary,Steam iron – Steam generator/boiler,,0.065,180.35
2033,Hungary,Steam iron – Steam generator/boiler,,0.066,183.96
2034,Hungary,Steam iron – Steam generator/boiler,,0.066,187.64
2035,Hungary,Steam iron – Steam generator/boiler,,0.067,191.39
2015,Hungary,Steam iron – Cordless steam iron,0.033,,138.0
2016,Hungary,Steam iron – Cordless steam iron,0.033,,140.76
2017,Hungary,Steam iron – Cordless steam iron,0.034,,143.58
2018,Hungary,Steam iron – Cordless steam iron,0.034,,146.45
