Year,Region,Product_Category,Market_Size_Units (Millions),Market_Value (USD Billions),YoY_Growth_Rate (%),5_Year_CAGR_Forecast (%),Key_Driver
2023,Mexico,Washing machine – Top-load agitator,0.95,0.454,3.0,2.6,Premiumization
2024,Mexico,Washing machine – Top-load agitator,0.979,0.477,3.0,2.6,Premiumization
2025,Mexico,Washing machine – Top-load agitator,1.004,0.499,2.6,2.6,Premiumization
2026,Mexico,Washing machine – Top-load agitator,1.03,0.523,2.6,2.6,Premiumization
2027,Mexico,Washing machine – Top-load agitator,1.057,0.547,2.6,2.6,Premiumization
2028,Mexico,Washing machine – Top-load agitator,1.084,0.572,2.6,2.6,Premiumization
2015,Mexico,Washing machine – Top-load impeller (HE),1.05,0.479,,2.6,Premiumization
2016,Mexico,Washing machine – Top-load impeller (HE),1.083,0.504,3.1,2.6,Premiumization
2017,Mexico,Washing machine – Top-load impeller (HE),1.116,0.53,3.1,2.6,Premiumization
2018,Mexico,Washing machine – Top-load impeller (HE),1.151,0.557,3.1,2.6,Premiumization
2019,Mexico,Washing machine – Top-load impeller (HE),1.186,0.586,3.1,2.6,Premiumization
2020,Mexico,Washing machine – Top-load impeller (HE),1.223,0.616,3.1,2.6,Premiumization
2021,Mexico,Washing machine – Top-load impeller (HE),1.261,0.648,3.1,2.6,Premiumization
2022,Mexico,Washing machine – Top-load impeller (HE),1.3,0.681,3.1,2.6,Premiumization
2023,Mexico,Washing machine – Top-load impeller (HE),1.34,0.716,3.1,2.6,Premiumization
2024,Mexico,Washing machine – Top-load impeller (HE),1.382,0.753,3.1,2.6,Premiumization
2025,Mexico,Washing machine – Top-load impeller (HE),1.419,0.789,2.7,2.6,Premiumization
2026,Mexico,Washing machine – Top-load impeller (HE),1.458,0.826,2.7,2.6,Premiumization
2027,Mexico,Washing machine – Top-load impeller (HE),1.497,0.866,2.7,2.6,Premiumization
2028,Mexico,Washing machine – Top-load impeller (HE),1.537,0.907,2.7,2.6,Premiumization
2015,Mexico,Washing machine – Front-load,1.2,0.662,,2.6,Premiumization
2016,Mexico,Washing machine – Front-load,1.238,0.697,3.2,2.6,Premiumization
2017,Mexico,Washing machine – Front-load,1.278,0.734,3.2,2.6,Premiumization
2018,Mexico,Washing machine – Front-load,1.319,0.773,3.2,2.6,Premiumization
2019,Mexico,Washing machine – Front-load,1.361,0.813,3.2,2.6,Premiumization
2020,Mexico,Washing machine – Front-load,1.405,0.856,3.2,2.6,Premiumization
2021,Mexico,Washing machine – Front-load,1.45,0.901,3.2,2.6,Premiumization
2022,Mexico,Washing machine – Front-load,1.496,0.949,3.2,2.6,Premiumization
2023,Mexico,Washing machine – Front-load,1.544,0.999,3.2,2.6,Premiumization
2024,Mexico,Washing machine – Front-load,1.593,1.051,3.2,2.6,Premiumization
2025,Mexico,Washing machine – Front-load,1.638,1.102,2.8,2.6,Premiumization
2026,Mexico,Washing machine – Front-load,1.684,1.156,2.8,2.6,Premiumization
2027,Mexico,Washing machine – Front-load,1.731,1.212,2.8,2.6,Premiumization
2028,Mexico,Washing machine – Front-load,1.779,1.271,2.8,2.6,Premiumization
2015,Mexico,Microwave oven – Countertop,1.47,0.107,,1.6,Convenience
2016,Mexico,Microwave oven – Countertop,1.492,0.111,1.5,1.6,Convenience
2017,Mexico,Microwave oven – Countertop,1.514,0.115,1.5,1.6,Convenience
2018,Mexico,Microwave oven – Countertop,1.537,0.119,1.5,1.6,Convenience
2019,Mexico,Microwave oven – Countertop,1.56,0.123,1.5,1.6,Convenience
2020,Mexico,Microwave oven – Countertop,1.584,0.127,1.5,1.6,Convenience
2021,Mexico,Microwave oven – Countertop,1.607,0.132,1.5,1.6,Convenience
2022,Mexico,Microwave oven – Countertop,1.631,0.136,1.5,1.6,Convenience
2023,Mexico,Microwave oven – Countertop,1.656,0.141,1.5,1.6,Convenience
2024,Mexico,Microwave oven – Countertop,1.681,0.146,1.5,1.6,Convenience
2025,Mexico,Microwave oven – Countertop,1.708,0.152,1.6,1.6,Convenience
2026,Mexico,Microwave oven – Countertop,1.735,0.157,1.6,1.6,Convenience
2027,Mexico,Microwave oven – Countertop,1.763,0.163,1.6,1.6,Convenience
2028,Mexico,Microwave oven – Countertop,1.791,0.169,1.6,1.6,Convenience
2015,Mexico,Microwave oven – Over-the-range,0.42,0.039,,1.6,Convenience
2016,Mexico,Microwave oven – Over-the-range,0.426,0.041,1.5,1.6,Convenience
2017,Mexico,Microwave oven – Over-the-range,0.433,0.042,1.5,1.6,Convenience
2018,Mexico,Microwave oven – Over-the-range,0.439,0.044,1.5,1.6,Convenience
2019,Mexico,Microwave oven – Over-the-range,0.446,0.045,1.5,1.6,Convenience
2020,Mexico,Microwave oven – Over-the-range,0.452,0.047,1.5,1.6,Convenience
2021,Mexico,Microwave oven – Over-the-range,0.459,0.048,1.5,1.6,Convenience
2022,Mexico,Microwave oven – Over-the-range,0.466,0.05,1.5,1.6,Convenience
2023,Mexico,Microwave oven – Over-the-range,0.473,0.052,1.5,1.6,Convenience
2024,Mexico,Microwave oven – Over-the-range,0.48,0.054,1.5,1.6,Convenience
2025,Mexico,Microwave oven – Over-the-range,0.488,0.056,1.6,1.6,Convenience
2026,Mexico,Microwave oven – Over-the-range,0.496,0.058,1.6,1.6,Convenience
2027,Mexico,Microwave oven – Over-the-range,0.504,0.06,1.6,1.6,Convenience
2028,Mexico,Microwave oven – Over-the-range,0.512,0.062,1.6,1.6,Convenience
2015,Mexico,Microwave oven – Built-in/Drawer,0.21,0.031,,1.6,Convenience
2016,Mexico,Microwave oven – Built-in/Drawer,0.214,0.032,1.8,1.6,Convenience
2017,Mexico,Microwave oven – Built-in/Drawer,0.218,0.033,1.8,1.6,Convenience
2018,Mexico,Microwave oven – Built-in/Drawer,0.222,0.034,1.8,1.6,Convenience
2019,Mexico,Microwave oven – Built-in/Drawer,0.226,0.036,1.8,1.6,Convenience
2020,Mexico,Microwave oven – Built-in/Drawer,0.23,0.037,1.8,1.6,Convenience
2021,Mexico,Microwave oven – Built-in/Drawer,0.234,0.038,1.8,1.6,Convenience
2022,Mexico,Microwave oven – Built-in/Drawer,0.238,0.04,1.8,1.6,Convenience
2023,Mexico,Microwave oven – Built-in/Drawer,0.242,0.041,1.8,1.6,Convenience
2024,Mexico,Microwave oven – Built-in/Drawer,0.247,0.043,1.8,1.6,Convenience
2025,Mexico,Microwave oven – Built-in/Drawer,0.251,0.045,1.9,1.6,Convenience
2026,Mexico,Microwave oven – Built-in/Drawer,0.256,0.046,1.9,1.6,Convenience
2027,Mexico,Microwave oven – Built-in/Drawer,0.261,0.048,1.9,1.6,Convenience
2028,Mexico,Microwave oven – Built-in/Drawer,0.266,0.05,1.9,1.6,Convenience
2015,Mexico,Induction cooktop / electric stove – Induction hob,0.525,0.277,,2.6,Induction shift
2016,Mexico,Induction cooktop / electric stove – Induction hob,0.543,0.292,3.4,2.6,Induction shift
2017,Mexico,Induction cooktop / electric stove – Induction hob,0.561,0.308,3.4,2.6,Induction shift
2018,Mexico,Induction cooktop / electric stove – Induction hob,0.58,0.325,3.4,2.6,Induction shift
2019,Mexico,Induction cooktop / electric stove – Induction hob,0.6,0.343,3.4,2.6,Induction shift
2020,Mexico,Induction cooktop / electric stove – Induction hob,0.621,0.362,3.4,2.6,Induction shift
2021,Mexico,Induction cooktop / electric stove – Induction hob,0.642,0.382,3.4,2.6,Induction shift
2022,Mexico,Induction cooktop / electric stove – Induction hob,0.663,0.402,3.4,2.6,Induction shift
2023,Mexico,Induction cooktop / electric stove – Induction hob,0.686,0.424,3.4,2.6,Induction shift
2024,Mexico,Induction cooktop / electric stove – Induction hob,0.709,0.448,3.4,2.6,Induction shift
2025,Mexico,Induction cooktop / electric stove – Induction hob,0.731,0.47,3.0,2.6,Induction shift
2026,Mexico,Induction cooktop / electric stove – Induction hob,0.753,0.494,3.0,2.6,Induction shift
2027,Mexico,Induction cooktop / electric stove – Induction hob,0.775,0.519,3.0,2.6,Induction shift
2028,Mexico,Induction cooktop / electric stove – Induction hob,0.798,0.545,3.0,2.6,Induction shift
2015,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.6,0.264,,2.6,Induction shift
2016,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.618,0.277,3.0,2.6,Induction shift
2017,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.637,0.291,3.0,2.6,Induction shift
2018,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.656,0.306,3.0,2.6,Induction shift
2019,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.675,0.322,3.0,2.6,Induction shift
2020,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.696,0.338,3.0,2.6,Induction shift
2021,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.716,0.355,3.0,2.6,Induction shift
2022,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.738,0.373,3.0,2.6,Induction shift
2023,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.76,0.392,3.0,2.6,Induction shift
2024,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.783,0.412,3.0,2.6,Induction shift
2025,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.803,0.431,2.6,2.6,Induction shift
2026,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.824,0.451,2.6,2.6,Induction shift
2027,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.846,0.472,2.6,2.6,Induction shift
2028,Mexico,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.868,0.494,2.6,2.6,Induction shift
2015,Mexico,Induction cooktop / electric stove – Electric coil,0.375,0.116,,2.6,Induction shift
2016,Mexico,Induction cooktop / electric stove – Electric coil,0.385,0.121,2.6,2.6,Induction shift
2017,Mexico,Induction cooktop / electric stove – Electric coil,0.395,0.126,2.6,2.6,Induction shift
2018,Mexico,Induction cooktop / electric stove – Electric coil,0.405,0.132,2.6,2.6,Induction shift
2019,Mexico,Induction cooktop / electric stove – Electric coil,0.416,0.139,2.6,2.6,Induction shift
2020,Mexico,Induction cooktop / electric stove – Electric coil,0.426,0.145,2.6,2.6,Induction shift
2021,Mexico,Induction cooktop / electric stove – Electric coil,0.437,0.152,2.6,2.6,Induction shift
2022,Mexico,Induction cooktop / electric stove – Electric coil,0.449,0.159,2.6,2.6,Induction shift
2023,Mexico,Induction cooktop / electric stove – Electric coil,0.46,0.166,2.6,2.6,Induction shift
2024,Mexico,Induction cooktop / electric stove – Electric coil,0.472,0.174,2.6,2.6,Induction shift
2025,Mexico,Induction cooktop / electric stove – Electric coil,0.483,0.181,2.2,2.6,Induction shift
2026,Mexico,Induction cooktop / electric stove – Electric coil,0.493,0.189,2.2,2.6,Induction shift
2027,Mexico,Induction cooktop / electric stove – Electric coil,0.504,0.197,2.2,2.6,Induction shift
2028,Mexico,Induction cooktop / electric stove – Electric coil,0.515,0.205,2.2,2.6,Induction shift
2015,Mexico,Electric oven – Single wall oven,0.315,0.252,,2.0,Built-in kitchens
2016,Mexico,Electric oven – Single wall oven,0.322,0.263,2.3,2.0,Built-in kitchens
2017,Mexico,Electric oven – Single wall oven,0.33,0.274,2.3,2.0,Built-in kitchens
2018,Mexico,Electric oven – Single wall oven,0.337,0.286,2.3,2.0,Built-in kitchens
2019,Mexico,Electric oven – Single wall oven,0.345,0.299,2.3,2.0,Built-in kitchens
2020,Mexico,Electric oven – Single wall oven,0.353,0.312,2.3,2.0,Built-in kitchens
2021,Mexico,Electric oven – Single wall oven,0.361,0.325,2.3,2.0,Built-in kitchens
2022,Mexico,Electric oven – Single wall oven,0.369,0.339,2.3,2.0,Built-in kitchens
2023,Mexico,Electric oven – Single wall oven,0.378,0.354,2.3,2.0,Built-in kitchens
2024,Mexico,Electric oven – Single wall oven,0.387,0.37,2.3,2.0,Built-in kitchens
2025,Mexico,Electric oven – Single wall oven,0.394,0.384,2.0,2.0,Built-in kitchens
2026,Mexico,Electric oven – Single wall oven,0.402,0.4,2.0,2.0,Built-in kitchens
2027,Mexico,Electric oven – Single wall oven,0.41,0.416,2.0,2.0,Built-in kitchens
2028,Mexico,Electric oven – Single wall oven,0.418,0.433,2.0,2.0,Built-in kitchens
2015,Mexico,Electric oven – Double wall oven,0.21,0.202,,2.0,Built-in kitchens
2016,Mexico,Electric oven – Double wall oven,0.215,0.211,2.4,2.0,Built-in kitchens
2017,Mexico,Electric oven – Double wall oven,0.22,0.22,2.4,2.0,Built-in kitchens
2018,Mexico,Electric oven – Double wall oven,0.225,0.23,2.4,2.0,Built-in kitchens
2019,Mexico,Electric oven – Double wall oven,0.231,0.24,2.4,2.0,Built-in kitchens
2020,Mexico,Electric oven – Double wall oven,0.236,0.251,2.4,2.0,Built-in kitchens
2021,Mexico,Electric oven – Double wall oven,0.242,0.262,2.4,2.0,Built-in kitchens
2022,Mexico,Electric oven – Double wall oven,0.248,0.273,2.4,2.0,Built-in kitchens
2023,Mexico,Electric oven – Double wall oven,0.254,0.286,2.4,2.0,Built-in kitchens
2024,Mexico,Electric oven – Double wall oven,0.26,0.298,2.4,2.0,Built-in kitchens
2025,Mexico,Electric oven – Double wall oven,0.265,0.311,2.1,2.0,Built-in kitchens
2026,Mexico,Electric oven – Double wall oven,0.271,0.323,2.1,2.0,Built-in kitchens
2027,Mexico,Electric oven – Double wall oven,0.277,0.337,2.1,2.0,Built-in kitchens
2028,Mexico,Electric oven – Double wall oven,0.283,0.351,2.1,2.0,Built-in kitchens
2015,Mexico,Electric oven – Freestanding range (electric),0.525,0.378,,2.0,Built-in kitchens
2016,Mexico,Electric oven – Freestanding range (electric),0.537,0.394,2.2,2.0,Built-in kitchens
2017,Mexico,Electric oven – Freestanding range (electric),0.548,0.411,2.2,2.0,Built-in kitchens
2018,Mexico,Electric oven – Freestanding range (electric),0.56,0.428,2.2,2.0,Built-in kitchens
2019,Mexico,Electric oven – Freestanding range (electric),0.573,0.446,2.2,2.0,Built-in kitchens
2020,Mexico,Electric oven – Freestanding range (electric),0.585,0.465,2.2,2.0,Built-in kitchens
2021,Mexico,Electric oven – Freestanding range (electric),0.598,0.485,2.2,2.0,Built-in kitchens
2022,Mexico,Electric oven – Freestanding range (electric),0.611,0.506,2.2,2.0,Built-in kitchens
2023,Mexico,Electric oven – Freestanding range (electric),0.625,0.527,2.2,2.0,Built-in kitchens
2024,Mexico,Electric oven – Freestanding range (electric),0.639,0.549,2.2,2.0,Built-in kitchens
2025,Mexico,Electric oven – Freestanding range (electric),0.651,0.571,1.9,2.0,Built-in kitchens
2026,Mexico,Electric oven – Freestanding range (electric),0.663,0.594,1.9,2.0,Built-in kitchens
2027,Mexico,Electric oven – Freestanding range (electric),0.676,0.617,1.9,2.0,Built-in kitchens
2028,Mexico,Electric oven – Freestanding range (electric),0.689,0.641,1.9,2.0,Built-in kitchens
2015,Mexico,Electric kettle – Standard,1.44,0.02,,1.8,Tea/coffee habits
2016,Mexico,Electric kettle – Standard,1.469,0.021,2.0,1.8,Tea/coffee habits
2017,Mexico,Electric kettle – Standard,1.498,0.022,2.0,1.8,Tea/coffee habits
2018,Mexico,Electric kettle – Standard,1.528,0.023,2.0,1.8,Tea/coffee habits
2019,Mexico,Electric kettle – Standard,1.559,0.024,2.0,1.8,Tea/coffee habits
2020,Mexico,Electric kettle – Standard,1.59,0.025,2.0,1.8,Tea/coffee habits
2021,Mexico,Electric kettle – Standard,1.622,0.026,2.0,1.8,Tea/coffee habits
2022,Mexico,Electric kettle – Standard,1.654,0.027,2.0,1.8,Tea/coffee habits
2023,Mexico,Electric kettle – Standard,1.687,0.028,2.0,1.8,Tea/coffee habits
2024,Mexico,Electric kettle – Standard,1.721,0.029,2.0,1.8,Tea/coffee habits
2025,Mexico,Electric kettle – Standard,1.752,0.03,1.8,1.8,Tea/coffee habits
2026,Mexico,Electric kettle – Standard,1.783,0.031,1.8,1.8,Tea/coffee habits
2027,Mexico,Electric kettle – Standard,1.816,0.032,1.8,1.8,Tea/coffee habits
2028,Mexico,Electric kettle – Standard,1.848,0.033,1.8,1.8,Tea/coffee habits
2015,Mexico,Electric kettle – Variable-temperature,0.6,0.013,,1.8,Tea/coffee habits
2016,Mexico,Electric kettle – Variable-temperature,0.613,0.014,2.2,1.8,Tea/coffee habits
2017,Mexico,Electric kettle – Variable-temperature,0.627,0.014,2.2,1.8,Tea/coffee habits
2018,Mexico,Electric kettle – Variable-temperature,0.64,0.015,2.2,1.8,Tea/coffee habits
2019,Mexico,Electric kettle – Variable-temperature,0.655,0.016,2.2,1.8,Tea/coffee habits
2020,Mexico,Electric kettle – Variable-temperature,0.669,0.016,2.2,1.8,Tea/coffee habits
2021,Mexico,Electric kettle – Variable-temperature,0.684,0.017,2.2,1.8,Tea/coffee habits
2022,Mexico,Electric kettle – Variable-temperature,0.699,0.018,2.2,1.8,Tea/coffee habits
2023,Mexico,Electric kettle – Variable-temperature,0.714,0.018,2.2,1.8,Tea/coffee habits
2024,Mexico,Electric kettle – Variable-temperature,0.73,0.019,2.2,1.8,Tea/coffee habits
2025,Mexico,Electric kettle – Variable-temperature,0.744,0.02,2.0,1.8,Tea/coffee habits
2026,Mexico,Electric kettle – Variable-temperature,0.759,0.021,2.0,1.8,Tea/coffee habits
2027,Mexico,Electric kettle – Variable-temperature,0.774,0.022,2.0,1.8,Tea/coffee habits
2028,Mexico,Electric kettle – Variable-temperature,0.79,0.022,2.0,1.8,Tea/coffee habits
2015,Mexico,Electric kettle – Gooseneck (pour-over),0.36,0.009,,1.8,Tea/coffee habits
2016,Mexico,Electric kettle – Gooseneck (pour-over),0.368,0.01,2.2,1.8,Tea/coffee habits
2017,Mexico,Electric kettle – Gooseneck (pour-over),0.376,0.01,2.2,1.8,Tea/coffee habits
2018,Mexico,Electric kettle – Gooseneck (pour-over),0.384,0.011,2.2,1.8,Tea/coffee habits
2019,Mexico,Electric kettle – Gooseneck (pour-over),0.393,0.011,2.2,1.8,Tea/coffee habits
2020,Mexico,Electric kettle – Gooseneck (pour-over),0.401,0.012,2.2,1.8,Tea/coffee habits
2021,Mexico,Electric kettle – Gooseneck (pour-over),0.41,0.012,2.2,1.8,Tea/coffee habits
2022,Mexico,Electric kettle – Gooseneck (pour-over),0.419,0.013,2.2,1.8,Tea/coffee habits
2023,Mexico,Electric kettle – Gooseneck (pour-over),0.428,0.013,2.2,1.8,Tea/coffee habits
2024,Mexico,Electric kettle – Gooseneck (pour-over),0.438,0.014,2.2,1.8,Tea/coffee habits
2025,Mexico,Electric kettle – Gooseneck (pour-over),0.447,0.014,2.0,1.8,Tea/coffee habits
2026,Mexico,Electric kettle – Gooseneck (pour-over),0.456,0.015,2.0,1.8,Tea/coffee habits
2027,Mexico,Electric kettle – Gooseneck (pour-over),0.465,0.015,2.0,1.8,Tea/coffee habits
2028,Mexico,Electric kettle – Gooseneck (pour-over),0.474,0.016,2.0,1.8,Tea/coffee habits
2015,Mexico,Toaster – 2-slice pop-up,1.2,0.02,,1.8,Breakfast revival
2016,Mexico,Toaster – 2-slice pop-up,1.224,0.021,2.0,1.8,Breakfast revival
2017,Mexico,Toaster – 2-slice pop-up,1.248,0.022,2.0,1.8,Breakfast revival
2018,Mexico,Toaster – 2-slice pop-up,1.273,0.023,2.0,1.8,Breakfast revival
2019,Mexico,Toaster – 2-slice pop-up,1.299,0.024,2.0,1.8,Breakfast revival
2020,Mexico,Toaster – 2-slice pop-up,1.325,0.025,2.0,1.8,Breakfast revival
2021,Mexico,Toaster – 2-slice pop-up,1.351,0.026,2.0,1.8,Breakfast revival
2022,Mexico,Toaster – 2-slice pop-up,1.378,0.027,2.0,1.8,Breakfast revival
2023,Mexico,Toaster – 2-slice pop-up,1.406,0.028,2.0,1.8,Breakfast revival
2024,Mexico,Toaster – 2-slice pop-up,1.434,0.029,2.0,1.8,Breakfast revival
2025,Mexico,Toaster – 2-slice pop-up,1.46,0.03,1.8,1.8,Breakfast revival
2026,Mexico,Toaster – 2-slice pop-up,1.486,0.031,1.8,1.8,Breakfast revival
2027,Mexico,Toaster – 2-slice pop-up,1.513,0.032,1.8,1.8,Breakfast revival
2028,Mexico,Toaster – 2-slice pop-up,1.54,0.033,1.8,1.8,Breakfast revival
2015,Mexico,Toaster – 4-slice pop-up,0.6,0.013,,1.8,Breakfast revival
